Game ID,Result
4908123,5.72x
4908124,2.18x
4908125,1.45x
4908126,2.52x
4908127,25.54x
4908128,2.23x
4908129,22.45x
4908130,1.18x
4908131,3.56x
4908132,4.18x
4908133,1.36x
4908134,1.28x
4908135,1.4x
4908136,1.2x
4908137,1.01x
4908138,3.09x
4908139,2.08x
4908140,1.05x
4908141,1.4x
4908142,1.3x
4908143,1.23x
4908144,1.24x
4908145,39.37x
4908146,5.2x
4908147,18.63x
4908148,2.45x
4908149,2.5x
4908150,1.46x
4908151,5.06x
4908152,2.63x
4908153,20.4x
4908154,1.2x
4908155,1.01x
4908156,6.4x
4908157,4.69x
4908158,1.2x
4908159,13.35x
4908160,3.91x
4908161,1.01x
4908162,1x
4908163,1.16x
4908164,2.75x
4908165,1x
4908166,9.3x
4908167,1.38x
4908168,7.19x
4908169,1.69x
4908170,9.68x
4908171,1.07x
4908172,2.08x
4908173,1.4x
4908174,3.51x
4908175,4.61x
4908176,2.39x
4908177,2.75x
4908178,2.83x
4908179,1.76x
4908180,1.59x
4908181,2.52x
4908182,1.39x
4908183,408x
4908184,1.2x
4908185,1.54x
4908186,1.27x
4908187,1.18x
4908188,1.45x
4908189,1.66x
4908190,1.33x
4908191,1.03x
4908192,1.28x
4908193,1.01x
4908194,1.05x
4908195,1.38x
4908196,33.55x
4908197,1.04x
4908198,1.15x
4908199,1.34x
4908200,49.43x
4908201,1.99x
4908202,1.19x
4908203,2.85x
4908204,1.1x
4908205,1.16x
4908206,7.25x
4908207,2.04x
4908208,5.67x
4908209,3.02x
4908210,4.62x
4908211,10.23x
4908212,1.76x
4908213,1.42x
4908214,1.24x
4908215,1.96x
4908216,2.69x
4908217,1.15x
4908218,1.11x
4908219,2.16x
4908220,1.1x
4908221,1.99x
4908222,1.14x
4908223,2.11x
4908224,1.74x
4908225,1.52x
4908226,7.53x
4908227,4.69x
4908228,3.11x
4908229,3.3x
4908230,1.07x
4908231,1.34x
4908232,2.97x
4908233,1.48x
4908234,6.83x
4908235,1.23x
4908236,2.21x
4908237,4.41x
4908238,17.24x
4908239,2.87x
4908240,1.35x
4908241,2.64x
4908242,2.25x
4908243,1.44x
4908244,7.78x
4908245,2.21x
4908246,1.05x
4908247,1.28x
4908248,1.6x
4908249,4.84x
4908250,1.67x
4908251,2.34x
4908252,26.54x
4908253,5.03x
4908254,9.54x
4908255,1.27x
4908256,1.01x
4908257,3.06x
4908258,1.59x
4908259,4.93x
4908260,1.32x
4908261,2.75x
4908262,3.46x
4908263,2.48x
4908264,1.19x
4908265,1.74x
4908266,4.45x
4908267,1.52x
4908268,1.6x
4908269,2.65x
4908270,1x
4908271,1.08x
4908272,4.16x
4908273,1.3x
4908274,2.07x
4908275,3.6x
4908276,1.14x
4908277,1.4x
4908278,1.32x
4908279,4.01x
4908280,2.07x
4908281,1.17x
4908282,5.76x
4908283,65.94x
4908284,23.13x
4908285,5.68x
4908286,1.36x
4908287,2.31x
4908288,1x
4908289,1.01x
4908290,1.08x
4908291,1.6x
4908292,32.53x
4908293,13.33x
4908294,25.37x
4908295,2.24x
4908296,1.82x
4908297,1.56x
4908298,1.77x
4908299,1.03x
4908300,1.12x
4908301,1.74x
4908302,1.8x
4908303,1.14x
4908304,9.48x
4908305,2.8x
4908306,1.1x
4908307,1.31x
4908308,1x
4908309,8.49x
4908310,1.17x
4908311,28.19x
4908312,1.56x
4908313,10.16x
4908314,6.07x
4908315,1.15x
4908316,49.33x
4908317,1.67x
4908318,4.05x
4908319,1.1x
4908320,3.17x
4908321,8.41x
4908322,5.84x
4908323,2.79x
4908324,1.16x
4908325,4.12x
4908326,593.43x
4908327,2.88x
4908328,3.99x
4908329,1.54x
4908330,1.22x
4908331,1.84x
4908332,16.34x
4908333,8.44x
4908334,4.38x
4908335,2.9x
4908336,2.65x
4908337,33.59x
4908338,1.27x
4908339,2.81x
4908340,1.54x
4908341,356.13x
4908342,2.6x
4908343,15.68x
4908344,1.71x
4908345,1.1x
4908346,1.06x
4908347,1.64x
4908348,1x
4908349,4.42x
4908350,2.45x
4908351,163.05x
4908352,3.56x
4908353,3.44x
4908354,2.65x
4908355,2.48x
4908356,1.14x
4908357,2.26x
4908358,1.51x
4908359,7.84x
4908360,1.2x
4908361,8.46x
4908362,3.17x
4908363,1.08x
4908364,1.1x
4908365,12.88x
4908366,1.22x
4908367,1.54x
4908368,3.41x
4908369,2.09x
4908370,42.77x
4908371,8.02x
4908372,10.95x
4908373,2.97x
4908374,35.93x
4908375,1.19x
4908376,1.1x
4908377,2.49x
4908378,1.11x
4908379,4.21x
4908380,1.49x
4908381,2.67x
4908382,1.41x
4908383,1.29x
4908384,12.73x
4908385,2.2x
4908386,1.32x
4908387,3.03x
4908388,1.05x
4908389,1.13x
4908390,2.41x
4908391,1.15x
4908392,2.23x
4908393,1.64x
4908394,1.01x
4908395,3.6x
4908396,9.6x
4908397,2x
4908398,1.26x
4908399,1.03x
4908400,1.36x
4908401,1.17x
4908402,3.56x
4908403,1.73x
4908404,27.33x
4908405,1.58x
4908406,1.64x
4908407,1.26x
4908408,1.15x
4908409,4.44x
4908410,16.94x
4908411,1.29x
4908412,1.51x
4908413,5.1x
4908414,1.94x
4908415,1.67x
4908416,4649.08x
4908417,1.37x
4908418,1.36x
4908419,2.76x
4908420,3.2x
4908421,1.52x
4908422,3.46x
4908423,1.03x
4908424,1.79x
4908425,1.26x
4908426,1.12x
4908427,581.09x
4908428,21.67x
4908429,1.51x
4908430,5.38x
4908431,2.23x
4908432,10.2x
4908433,2.94x
4908434,1.24x
4908435,1.25x
4908436,1x
4908437,1.49x
4908438,1.6x
4908439,2.48x
4908440,2.98x
4908441,3.77x
4908442,207.67x
4908443,2.66x
4908444,1.76x
4908445,9.06x
4908446,1.27x
4908447,6.85x
4908448,31.04x
4908449,3.08x
4908450,1.89x
4908451,1.37x
4908452,52.18x
4908453,53.99x
4908454,2.78x
4908455,2.18x
4908456,5.07x
4908457,1.29x
4908458,1.96x
4908459,5.03x
4908460,4.96x
4908461,1.01x
4908462,2.19x
4908463,1.85x
4908464,1.01x
4908465,1.68x
4908466,10.2x
4908467,1.76x
4908468,1.2x
4908469,7.24x
4908470,4.25x
4908471,1.09x
4908472,1.1x
4908473,1.12x
4908474,1.85x
4908475,1.26x
4908476,2.96x
4908477,2.39x
4908478,1.57x
4908479,23.91x
4908480,2.67x
4908481,1.24x
4908482,11.17x
4908483,4.42x
4908484,3.03x
4908485,1.19x
4908486,1.77x
4908487,23.32x
4908488,7.85x
4908489,1.2x
4908490,1.98x
4908491,4.05x
4908492,2.41x
4908493,2.22x
4908494,1x
4908495,4.38x
4908496,2.53x
4908497,1.14x
4908498,2.96x
4908499,1.53x
4908500,1.78x
4908501,4.62x
4908502,1.18x
4908503,2.17x
4908504,1.19x
4908505,1.43x
4908506,3.02x
4908507,3.11x
4908508,1.47x
4908509,1.58x
4908510,4.65x
4908511,1.4x
4908512,21.28x
4908513,1.33x
4908514,1.4x
4908515,1.32x
4908516,1.31x
4908517,3.4x
4908518,2.64x
4908519,1.25x
4908520,1.27x
4908521,1.4x
4908522,1.37x
4908523,3.5x
4908524,1.34x
4908525,2.03x
4908526,1.79x
4908527,2.29x
4908528,2.15x
4908529,1.56x
4908530,1.17x
4908531,1.17x
4908532,1.33x
4908533,3.36x
4908534,1.28x
4908535,1.46x
4908536,8.74x
4908537,1.02x
4908538,3.43x
4908539,1.06x
4908540,4.93x
4908541,2.2x
4908542,1.28x
4908543,1.25x
4908544,6.08x
4908545,6.72x
4908546,1.22x
4908547,1.34x
4908548,3.23x
4908549,2.46x
4908550,1.18x
4908551,5.19x
4908552,1.05x
4908553,4.24x
4908554,1.22x
4908555,1.76x
4908556,1.7x
4908557,4.49x
4908558,3.07x
4908559,1.24x
4908560,1.08x
4908561,1.07x
4908562,2401.3x
4908563,1.51x
4908564,8.75x
4908565,2.19x
4908566,2.35x
4908567,2.83x
4908568,2.83x
4908569,1.14x
4908570,3.47x
4908571,1.05x
4908572,1.03x
4908573,1.14x
4908574,1.85x
4908575,1.03x
4908576,6.38x
4908577,2x
4908578,1.1x
4908579,1.76x
4908580,1.39x
4908581,2.74x
4908582,1.58x
4908583,2.78x
4908584,2.98x
4908585,2.36x
4908586,1.81x
4908587,7.93x
4908588,1.97x
4908589,5.82x
4908590,3.36x
4908591,1.15x
4908592,1.7x
4908593,7.56x
4908594,1.18x
4908595,2.66x
4908596,41.54x
4908597,2.22x
4908598,1.4x
4908599,1.24x
4908600,2.71x
4908601,518.54x
4908602,3.55x
4908603,2.26x
4908604,5.48x
4908605,5.13x
4908606,9.25x
4908607,2.53x
4908608,1.67x
4908609,6.1x
4908610,3.11x
4908611,2.14x
4908612,1.8x
4908613,1.41x
4908614,6.28x
4908615,1.63x
4908616,1.01x
4908617,1.56x
4908618,8.82x
4908619,1.01x
4908620,5.1x
4908621,12.18x
4908622,2.09x
4908623,1.4x
4908624,2.53x
4908625,2.58x
4908626,1.24x
4908627,2.53x
4908628,3.16x
4908629,4x
4908630,1.88x
4908631,1.01x
4908632,6.09x
4908633,2.06x
4908634,1.08x
4908635,2.03x
4908636,9.76x
4908637,3.68x
4908638,1.96x
4908639,6.49x
4908640,11.78x
4908641,14.08x
4908642,6.36x
4908643,1.47x
4908644,1.86x
4908645,1.58x
4908646,1.68x
4908647,20.85x
4908648,3.79x
4908649,1.52x
4908650,3.1x
4908651,1.13x
4908652,2.68x
4908653,3.53x
4908654,1.16x
4908655,6.7x
4908656,1.45x
4908657,1.57x
4908658,2.64x
4908659,1.12x
4908660,1.39x
4908661,41.52x
4908662,3.53x
4908663,1.3x
4908664,1.65x
4908665,2.05x
4908666,1.17x
4908667,1.6x
4908668,1.33x
4908669,7.94x
4908670,1.96x
4908671,2x
4908672,1.85x
4908673,1.14x
4908674,2.73x
4908675,1.49x
4908676,3.41x
4908677,2.73x
4908678,3.73x
4908679,1.88x
4908680,1.05x
4908681,7x
4908682,5.03x
4908683,2.34x
4908684,2.63x
4908685,2.89x
4908686,1.58x
4908687,2.02x
4908688,7.03x
4908689,1.04x
4908690,7.59x
4908691,1.92x
4908692,4.48x
4908693,2x
4908694,1.46x
4908695,11.41x
4908696,1.07x
4908697,4.27x
4908698,2.88x
4908699,5.44x
4908700,1.52x
4908701,1.73x
4908702,1.16x
4908703,1.32x
4908704,1.72x
4908705,5x
4908706,1.01x
4908707,2.96x
4908708,2.04x
4908709,1.46x
4908710,1.34x
4908711,1.77x
4908712,1.18x
4908713,10.05x
4908714,4.02x
4908715,1.2x
4908716,1.53x
4908717,1.34x
4908718,4.01x
4908719,1.24x
4908720,2.57x
4908721,1.14x
4908722,45.76x
4908723,2.12x
4908724,1.36x
4908725,8.79x
4908726,2.84x
4908727,3.15x
4908728,17.93x
4908729,1.73x
4908730,1.19x
4908731,2.7x
4908732,1.98x
4908733,20.99x
4908734,1.26x
4908735,2.17x
4908736,1.01x
4908737,1.02x
4908738,1.18x
4908739,1.84x
4908740,9.26x
4908741,60.83x
4908742,4.19x
4908743,39.43x
4908744,1.38x
4908745,1.86x
4908746,5.83x
4908747,1.64x
4908748,8.95x
4908749,1.86x
4908750,27.5x
4908751,1.58x
4908752,5.35x
4908753,1.19x
4908754,1.44x
4908755,2.28x
4908756,1.51x
4908757,1.08x
4908758,1.01x
4908759,2.38x
4908760,417.45x
4908761,1.02x
4908762,1.59x
4908763,2.79x
4908764,6.51x
4908765,1.1x
4908766,1.16x
4908767,1.18x
4908768,4.7x
4908769,1.7x
4908770,25.69x
4908771,1.32x
4908772,5.52x
4908773,1.37x
4908774,1x
4908775,2.39x
4908776,1.34x
4908777,1.84x
4908778,1.26x
4908779,1.43x
4908780,1.03x
4908781,2.29x
4908782,2.05x
4908783,1.49x
4908784,1.17x
4908785,1x
4908786,3.92x
4908787,14.53x
4908788,1.93x
4908789,2.52x
4908790,4.27x
4908791,1.44x
4908792,1.98x
4908793,3.28x
4908794,3.93x
4908795,1.04x
4908796,7.38x
4908797,8.47x
4908798,6.87x
4908799,1.08x
4908800,7.85x
4908801,2.68x
4908802,1x
4908803,1.6x
4908804,1.52x
4908805,6.34x
4908806,1.31x
4908807,3.63x
4908808,14.71x
4908809,3.75x
4908810,1.57x
4908811,17.61x
4908812,1x
4908813,1.02x
4908814,3.35x
4908815,1.4x
4908816,1.04x
4908817,1.04x
4908818,14.92x
4908819,1.26x
4908820,4.65x
4908821,1.15x
4908822,1.43x
4908823,2.48x
4908824,3.14x
4908825,5.51x
4908826,4.03x
4908827,7.92x
4908828,8.53x
4908829,8.68x
4908830,14.74x
4908831,2.72x
4908832,8.22x
4908833,1.51x
4908834,1.09x
4908835,1.51x
4908836,1.17x
4908837,18.42x
4908838,1.34x
4908839,5.63x
4908840,1.44x
4908841,1.4x
4908842,1.08x
4908843,1.59x
4908844,4.62x
4908845,1.02x
4908846,3.11x
4908847,7.51x
4908848,3.46x
4908849,7.05x
4908850,1.17x
4908851,2.03x
4908852,4.71x
4908853,1.52x
4908854,2.22x
4908855,1.39x
4908856,1.34x
4908857,29.29x
4908858,3.37x
4908859,4.11x
4908860,11.11x
4908861,3.58x
4908862,1.8x
4908863,4.99x
4908864,2.69x
4908865,3.2x
4908866,1.65x
4908867,1.46x
4908868,1.1x
4908869,1.72x
4908870,1.64x
4908871,2.08x
4908872,1.11x
4908873,8.91x
4908874,3.67x
4908875,16.98x
4908876,3.06x
4908877,16.23x
4908878,15.8x
4908879,5.46x
4908880,2.91x
4908881,1.29x
4908882,6.07x
4908883,1.11x
4908884,1.22x
4908885,7.44x
4908886,1.06x
4908887,3.34x
4908888,1.15x
4908889,3.65x
4908890,2.02x
4908891,1.47x
4908892,1.76x
4908893,1.12x
4908894,1.01x
4908895,3.49x
4908896,1.84x
4908897,1.89x
4908898,2.79x
4908899,1.34x
4908900,1.01x
4908901,12.92x
4908902,1.75x
4908903,2.2x
4908904,13.6x
4908905,1.4x
4908906,2.42x
4908907,1.02x
4908908,1.27x
4908909,1.26x
4908910,1.53x
4908911,8.47x
4908912,1.23x
4908913,2.99x
4908914,3.65x
4908915,2.87x
4908916,1x
4908917,2.11x
4908918,1.36x
4908919,1.27x
4908920,1.03x
4908921,1.29x
4908922,479.4x
4908923,2.14x
4908924,1.33x
4908925,3.43x
4908926,2.92x
4908927,1.29x
4908928,1.06x
4908929,10.11x
4908930,1.26x
4908931,7.04x
4908932,2.33x
4908933,8.16x
4908934,1.55x
4908935,1.03x
4908936,1.7x
4908937,1.79x
4908938,3.82x
4908939,1.4x
4908940,1.51x
4908941,6.93x
4908942,1.05x
4908943,9.43x
4908944,17.94x
4908945,2.78x
4908946,5.28x
4908947,6.41x
4908948,9.29x
4908949,1.34x
4908950,3.81x
4908951,4.04x
4908952,1x
4908953,1.16x
4908954,1.61x
4908955,1.99x
4908956,4.66x
4908957,1.52x
4908958,1.5x
4908959,3.97x
4908960,1.85x
4908961,1.4x
4908962,1.22x
4908963,1.75x
4908964,3.37x
4908965,1.32x
4908966,1.96x
4908967,19.57x
4908968,6.24x
4908969,1.82x
4908970,1.33x
4908971,1.15x
4908972,1.01x
4908973,1.08x
4908974,2.5x
4908975,1.61x
4908976,2.18x
4908977,30.67x
4908978,1.23x
4908979,1.56x
4908980,3.02x
4908981,6.13x
4908982,1.39x
4908983,3.68x
4908984,1.05x
4908985,1.98x
4908986,25.18x
4908987,9.11x
4908988,1.24x
4908989,3.6x
4908990,1.2x
4908991,1.31x
4908992,1.59x
4908993,1.49x
4908994,6.64x
4908995,2.06x
4908996,1.06x
4908997,1.14x
4908998,1.64x
4908999,1.51x
4909000,4.71x
4909001,7.26x
4909002,1.17x
4909003,1.88x
4909004,1.57x
4909005,2.56x
4909006,20.35x
4909007,4.29x
4909008,1x
4909009,1.8x
4909010,3.62x
4909011,1.07x
4909012,2.69x
4909013,2.35x
4909014,2.16x
4909015,5.57x
4909016,1.13x
4909017,1.04x
4909018,1.24x
4909019,5.38x
4909020,1.07x
4909021,1.9x
4909022,1.21x
4909023,6.56x
4909024,1.47x
4909025,1.89x
4909026,10.02x
4909027,1x
4909028,5.75x
4909029,1.44x
4909030,1.48x
4909031,1.26x
4909032,1.17x
4909033,4.63x
4909034,6.34x
4909035,1.6x
4909036,1.54x
4909037,1.15x
4909038,1.31x
4909039,1.19x
4909040,1.19x
4909041,1.09x
4909042,2.8x
4909043,3.33x
4909044,1.22x
4909045,1.38x
4909046,13.22x
4909047,1.97x
4909048,1.32x
4909049,1.05x
4909050,129.15x
4909051,1.18x
4909052,11.97x
4909053,3.22x
4909054,1.47x
4909055,2.07x
4909056,1.47x
4909057,3.74x
4909058,2.24x
4909059,11.57x
4909060,1.14x
4909061,7x
4909062,15.61x
4909063,43.01x
4909064,1.32x
4909065,1.41x
4909066,1.74x
4909067,1.08x
4909068,1.02x
4909069,12.94x
4909070,1.44x
4909071,3.22x
4909072,2.13x
4909073,1.46x
4909074,72.31x
4909075,1.39x
4909076,1.13x
4909077,3.33x
4909078,1.68x
4909079,11.68x
4909080,2.72x
4909081,1.01x
4909082,1.89x
4909083,25.65x
4909084,4.29x
4909085,2.93x
4909086,1.11x
4909087,1.18x
4909088,1x
4909089,2.78x
4909090,3.56x
4909091,1.55x
4909092,3.18x
4909093,37.09x
4909094,1.24x
4909095,3.36x
4909096,6.09x
4909097,2.55x
4909098,7.93x
4909099,3.93x
4909100,4.56x
4909101,3.2x
4909102,1.11x
4909103,6.96x
4909104,4.21x
4909105,4.55x
4909106,1.07x
4909107,2.02x
4909108,7.42x
4909109,2.15x
4909110,1.63x
4909111,3.6x
4909112,2.12x
4909113,1.18x
4909114,1.03x
4909115,1.54x
4909116,17.04x
4909117,4.31x
4909118,1.28x
4909119,1.17x
4909120,1.62x
4909121,2.32x
4909122,17.86x
4909123,2.12x
4909124,2.24x
4909125,2.23x
4909126,3.17x
4909127,1.07x
4909128,1.24x
4909129,1.69x
4909130,1.04x
4909131,1.42x
4909132,7.64x
4909133,5.43x
4909134,1.38x
4909135,2.21x
4909136,2.59x
4909137,1.51x
4909138,2.8x
4909139,2.56x
4909140,1.08x
4909141,2.13x
4909142,1.07x
4909143,1.66x
4909144,1x
4909145,1.19x
4909146,1.55x
4909147,1x
4909148,3.47x
4909149,1.59x
4909150,1.36x
4909151,2x
4909152,4.14x
4909153,4.54x
4909154,1.02x
4909155,1.71x
4909156,1.04x
4909157,1.41x
4909158,7.7x
4909159,1.56x
4909160,1.02x
4909161,1.51x
4909162,1.54x
4909163,9.76x
4909164,1.18x
4909165,16.86x
4909166,48.51x
4909167,1.4x
4909168,1.06x
4909169,3.58x
4909170,6.35x
4909171,1.45x
4909172,4.06x
4909173,1.33x
4909174,2x
4909175,2.2x
4909176,71.27x
4909177,1.01x
4909178,1.08x
4909179,1.29x
4909180,1.25x
4909181,58.98x
4909182,1.02x
4909183,1.12x
4909184,1.54x
4909185,1.54x
4909186,3.43x
4909187,1.43x
4909188,1.55x
4909189,1.14x
4909190,1.33x
4909191,11.13x
4909192,845.22x
4909193,4.25x
4909194,2.78x
4909195,3.07x
4909196,2.1x
4909197,1.78x
4909198,1.24x
4909199,4.35x
4909200,3.98x
4909201,1.38x
4909202,3.23x
4909203,1.27x
4909204,1.75x
4909205,3.99x
4909206,1.74x
4909207,1.1x
4909208,1.17x
4909209,1.53x
4909210,2.49x
4909211,9.27x
4909212,2.05x
4909213,1.07x
4909214,1.27x
4909215,2.68x
4909216,1.46x
4909217,1x
4909218,8.07x
4909219,2.05x
4909220,6.71x
4909221,22.56x
4909222,1.01x
4909223,1.74x
4909224,2.68x
4909225,1.42x
4909226,1.94x
4909227,1.21x
4909228,30.88x
4909229,1.29x
4909230,1.6x
4909231,9.74x
4909232,1.59x
4909233,2.01x
4909234,1.24x
4909235,1.91x
4909236,1.11x
4909237,2.12x
4909238,1.1x
4909239,2.35x
4909240,8.82x
4909241,7.58x
4909242,1.12x
4909243,1.71x
4909244,3.19x
4909245,10.58x
4909246,2.98x
4909247,1.82x
4909248,3.23x
4909249,4.28x
4909250,1.09x
4909251,1.96x
4909252,3.98x
4909253,1.89x
4909254,1.91x
4909255,1.54x
4909256,1.14x
4909257,3.15x
4909258,8.63x
4909259,1.43x
4909260,5.7x
4909261,6.39x
4909262,1.81x
4909263,1.29x
4909264,1.26x
4909265,1.11x
4909266,21.78x
4909267,5.82x
4909268,7.78x
4909269,5.26x
4909270,1.16x
4909271,1.13x
4909272,1.23x
4909273,3.93x
4909274,2.4x
4909275,1.55x
4909276,1.25x
4909277,1.39x
4909278,1.03x
4909279,1.68x
4909280,2.75x
4909281,1.15x
4909282,1.58x
4909283,2.67x
4909284,16.88x
4909285,104.75x
4909286,2.63x
4909287,1.14x
4909288,2.71x
4909289,1x
4909290,3.4x
4909291,1.1x
4909292,1.08x
4909293,1.74x
4909294,8.45x
4909295,1.98x
4909296,2.77x
4909297,5.4x
4909298,1.69x
4909299,1.68x
4909300,1.27x
4909301,1.17x
4909302,1.28x
4909303,1.97x
4909304,3.03x
4909305,2.83x
4909306,1.15x
4909307,1.78x
4909308,18.58x
4909309,1.24x
4909310,1.18x
4909311,1.43x
4909312,5.3x
4909313,2.53x
4909314,1.16x
4909315,2.11x
4909316,2.68x
4909317,2.22x
4909318,9.26x
4909319,1.42x
4909320,4.34x
4909321,3.06x
4909322,8.1x
4909323,1.13x
4909324,1.06x
4909325,3.49x
4909326,2.84x
4909327,2.01x
4909328,15.5x
4909329,1.04x
4909330,2.48x
4909331,1.5x
4909332,1.52x
4909333,4.1x
4909334,1.07x
4909335,1.24x
4909336,2.54x
4909337,4.7x
4909338,2.18x
4909339,1.86x
4909340,13.6x
4909341,2.39x
4909342,2.79x
4909343,1.74x
4909344,11.77x
4909345,1.07x
4909346,9.64x
4909347,1.58x
4909348,382.83x
4909349,1.11x
4909350,3.69x
4909351,2.92x
4909352,12.2x
4909353,2.67x
4909354,3.83x
4909355,1.06x
4909356,6.93x
4909357,3.71x
4909358,1x
4909359,1.42x
4909360,3.25x
4909361,2.31x
4909362,1.71x
4909363,35.14x
4909364,1.21x
4909365,14.1x
4909366,1.01x
4909367,7.27x
4909368,1.61x
4909369,1.54x
4909370,1.61x
4909371,1.74x
4909372,1.66x
4909373,5.2x
4909374,1.17x
4909375,1.38x
4909376,1x
4909377,4.44x
4909378,1.96x
4909379,4.18x
4909380,1.09x
4909381,1.09x
4909382,1.66x
4909383,2.69x
4909384,1.11x
4909385,71.52x
4909386,1.48x
4909387,1.41x
4909388,2.79x
4909389,1.01x
4909390,3.52x
4909391,8.74x
4909392,2.53x
4909393,1.96x
4909394,1.71x
4909395,3.82x
4909396,1.45x
4909397,1.06x
4909398,6.72x
4909399,4.07x
4909400,1.18x
4909401,1.13x
4909402,1.76x
4909403,1.33x
4909404,1.82x
4909405,1.41x
4909406,103.12x
4909407,2.7x
4909408,1.13x
4909409,8.23x
4909410,1.98x
4909411,177.83x
4909412,3.26x
4909413,2.32x
4909414,15.63x
4909415,13.11x
4909416,106.15x
4909417,1.55x
4909418,2.07x
4909419,2.75x
4909420,2.07x
4909421,1.57x
4909422,1.61x
4909423,1.52x
4909424,3.66x
4909425,2.27x
4909426,7.72x
4909427,1.11x
4909428,2.63x
4909429,8.57x
4909430,2.19x
4909431,2x
4909432,1.22x
4909433,12.52x
4909434,1.96x
4909435,3.66x
4909436,1.25x
4909437,1.01x
4909438,15.5x
4909439,5.74x
4909440,1.14x
4909441,1.72x
4909442,12.32x
4909443,1.23x
4909444,4.31x
4909445,20.82x
4909446,103.06x
4909447,2.44x
4909448,1.19x
4909449,2.06x
4909450,1.12x
4909451,14.48x
4909452,2.4x
4909453,1.2x
4909454,13.94x
4909455,1.11x
4909456,1.69x
4909457,1.06x
4909458,1.51x
4909459,3.02x
4909460,1.94x
4909461,2.54x
4909462,1.51x
4909463,1.05x
4909464,1.09x
4909465,1.21x
4909466,4.75x
4909467,4.49x
4909468,2.2x
4909469,1.15x
4909470,1.11x
4909471,1.48x
4909472,13.36x
4909473,2.56x
4909474,1.38x
4909475,36.92x
4909476,3.05x
4909477,1.12x
4909478,1.21x
4909479,21.33x
4909480,5.09x
4909481,1.19x
4909482,1.12x
4909483,2.3x
4909484,1.62x
4909485,1.23x
4909486,3.15x
4909487,6.72x
4909488,1.35x
4909489,8.63x
4909490,1.14x
4909491,1.16x
4909492,1.44x
4909493,78.87x
4909494,1.47x
4909495,3.48x
4909496,2.54x
4909497,4.63x
4909498,29.58x
4909499,1.08x
4909500,1.14x
4909501,1.49x
4909502,8.91x
4909503,4.06x
4909504,1x
4909505,6.74x
4909506,1.6x
4909507,1.7x
4909508,1.78x
4909509,1.11x
4909510,2.72x
4909511,6.62x
4909512,1.65x
4909513,1.24x
4909514,5.45x
4909515,5.07x
4909516,1.31x
4909517,1.68x
4909518,8.27x
4909519,2.99x
4909520,14.1x
4909521,33.2x
4909522,2.29x
4909523,4.3x
4909524,2.46x
4909525,1.17x
4909526,1.11x
4909527,2.73x
4909528,8.23x
4909529,1.53x
4909530,3.57x
4909531,1.11x
4909532,1.43x
4909533,1.74x
4909534,8.01x
4909535,2.67x
4909536,1.36x
4909537,9.4x
4909538,5.03x
4909539,2.52x
4909540,8.9x
4909541,1.57x
4909542,14.38x
4909543,1.07x
4909544,9.36x
4909545,1x
4909546,4.93x
4909547,1.08x
4909548,33.27x
4909549,2.45x
4909550,2.02x
4909551,1.37x
4909552,1.7x
4909553,4x
4909554,1.26x
4909555,1.77x
4909556,1.93x
4909557,1.98x
4909558,4.98x
4909559,3.54x
4909560,1.14x
4909561,1.12x
4909562,1.42x
4909563,8.14x
4909564,1.88x
4909565,2.27x
4909566,1.33x
4909567,1.64x
4909568,1.68x
4909569,20.9x
4909570,2.54x
4909571,1.54x
4909572,1.9x
4909573,1.01x
4909574,7.22x
4909575,6.83x
4909576,1.54x
4909577,7.75x
4909578,1.18x
4909579,21.32x
4909580,2.62x
4909581,1.19x
4909582,1.73x
4909583,1.01x
4909584,7.09x
4909585,5.09x
4909586,2.62x
4909587,2.07x
4909588,3.68x
4909589,6.19x
4909590,4.4x
4909591,1.04x
4909592,4.65x
4909593,1.22x
4909594,4.48x
4909595,1.72x
4909596,165.81x
4909597,2.53x
4909598,1.22x
4909599,20.76x
4909600,1.27x
4909601,1.12x
4909602,2.72x
4909603,3.67x
4909604,1.98x
4909605,2.47x
4909606,1.67x
4909607,96.92x
4909608,4.38x
4909609,1.41x
4909610,1.15x
4909611,4.2x
4909612,1.24x
4909613,2.86x
4909614,4.3x
4909615,2.05x
4909616,1.7x
4909617,2.24x
4909618,1.92x
4909619,1.23x
4909620,1.67x
4909621,10.8x
4909622,1.79x
4909623,1.08x
4909624,1.83x
4909625,4.98x
4909626,1.55x
4909627,2.42x
4909628,2.73x
4909629,25.24x
4909630,111.77x
4909631,2.54x
4909632,1.11x
4909633,2.78x
4909634,1.02x
4909635,3.87x
4909636,1.63x
4909637,9.07x
4909638,1.46x
4909639,117.66x
4909640,1.25x
4909641,3.43x
4909642,3.42x
4909643,3.97x
4909644,1.45x
4909645,2.63x
4909646,1.19x
4909647,3.83x
4909648,10.89x
4909649,1.68x
4909650,1.95x
4909651,1.41x
4909652,1.19x
4909653,23.48x
4909654,18.34x
4909655,4.34x
4909656,2.41x
4909657,3.57x
4909658,3.02x
4909659,1.87x
4909660,1.22x
4909661,1.18x
4909662,3.78x
4909663,3.13x
4909664,2.06x
4909665,3.66x
4909666,10.8x
4909667,1.22x
4909668,5.38x
4909669,2.73x
4909670,2.19x
4909671,1.5x
4909672,2.82x
4909673,2.97x
4909674,2.31x
4909675,1.51x
4909676,1.56x
4909677,77x
4909678,3.21x
4909679,1.24x
4909680,1.01x
4909681,1.41x
4909682,3.89x
4909683,16.18x
4909684,1.33x
4909685,1.33x
